periodo_denuncia;anio_denuncia;fecha_descarga;distrito_fiscal;especialidad;tipo_caso;generico;subgenerico;articulo;des_articulo;cantidad;ubigeo_pjfs;dpto_pjfs;prov_pjfs;dist_pjfs;fecha_corte
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION PUBLICA (Sin especificar delito subgenérico);S/Art;DELITOS CONTRA LA ADMINISTRACIÓN PUBLICA;4;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS;LIBRAMIENTO Y COBRO INDEBIDO;215;Modalidades de libramientos indebidos;17;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS;LIBRAMIENTO Y COBRO INDEBIDO;S/Art;LIBRAMIENTO Y COBRO INDEBIDO;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS;USURA;214;Usura;5;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;147;Sustracción de menor;68;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;148;Inducción a la fuga de menor;69;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;MATRIMONIOS ILEGALES;139;Bigamia;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;MATRIMONIOS ILEGALES;141;Autorización ilegal de matrimonio;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;MATRIMONIOS ILEGALES;142;Inobservancia de formalidades legales;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;149;Omisión de prestación de alimentos;3153;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;150;Abandono de mujer gestante y en situación crítica;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;S/Art;OMISIÓN DE ASISTENCIA FAMILIAR;8;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;DELITOS CONTRA LA FE PUBLICA (Sin especificar delito subgenérico);S/Art;DELITOS CONTRA LA FE PUBLICA;6;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;DISPOSICIONES COMUNES;438;Falsedad genérica (disposiciones comunes);145;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;427;Falsificación de documentos;321;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;428;Falsedad ideológica;108;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;429;Omisión de consignar declaraciones en documentos;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;430;Supresión  destrucción u ocultamiento de documentos;5;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;431;Expedición de certificado médico falso;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;432;Inhabilitación;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;428-B;Falsedad en el reporte de los volúmenes de pesca capturados;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;S/Art;FALSIFICACIÓN DE DOCUMENTOS EN GENERAL;14;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE SELLOS  TIMBRES Y MARCAS OFICIALES;434;Fabricación o falsificación de sellos o timbres oficiales;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DESAPARICION FORZADA;320;Desaparición forzada de personas;3;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DISCRIMINACION;323;Discriminación e incitación a la discriminación;11;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;GENOCIDIO;319;Genocidio.;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;TORTURA;321;Tortura.;9;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;TORTURA;S/Art;TORTURA;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;CONTRA LA LIBERTAD (Sin especificar delito subgenérico);S/Art;CONTRA LA LIBERTAD;20;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183;Exhibiciones y publicaciones obscenas;32;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183-A;Pornografía infantil;5;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183-B;Proposiciones a niños  niñas y adolescentes con fines sexuales;13;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;S/Art;OFENSAS AL PUDOR PUBLICO;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;179;Favorecimiento a la prostitución;10;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;181;Proxenetismo.;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;181-A;Promoción y favorecimiento de la explotación sexual de niñas  niños y adolescentes;3;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;159;Violación de domicilio;141;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;160;Allanamiento ilegal de domicilio;8;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;S/Art;VIOLACION DE DOMICILIO;7;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154;Violación de la intimidad;17;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-A;Tráfico ilegal de datos personales;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-B;Difusión de imágenes  materiales audiovisuales o audios con contenido sexual;30;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;S/Art;VIOLACION DE LA INTIMIDAD;7;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE REUNION;166;Perturbación de reunión pública;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168;Atentado contra la libertad de trabajo y asociación;12;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168-A;Atentado contra las condiciones de seguridad y salud en el trabajo;4;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168-B;Trabajo forzoso;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151;Coacción;250;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;152;Secuestro;94;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153;Trata de personas;38;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151-A;Acoso;258;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-A;Formas agravadas de la Trata de Personas;5;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-B;Explotación sexual;5;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-H;Explotación sexual de niñas  niños y adolescentes;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-J;Gestión de la explotación sexual de niñas  niños y adolescentes;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;S/Art;VIOLACIÓN DE LA LIBERTAD PERSONAL;9;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;170;Violación sexual;201;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;171;Violación de persona en estado de inconsciencia o en la imposibilidad de resistir;10;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;172;Violación de persona en incapacidad de dar su libre consentimiento;7;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;173;Violación sexual de menor de edad;319;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;175;Violación sexual mediante engaño;20;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176;Tocamientos  actos de connotación sexual o actos libidinosos sin consentimiento;245;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;177;Formas agravadas;3;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-A;Tocamientos  actos de connotación sexual o actos libidinosos en agravio de menores;321;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-B;Acoso sexual;151;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-C;Chantaje sexual;17;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;S/Art;VIOLACIÓN DE LA LIBERTAD SEXUAL;25;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO DE LAS COMUNICAC.;161;Violación de correspondencia;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO DE LAS COMUNICAC.;162;Interferencia telefónica;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA EL ORDEN MIGRATORIO;303-A;Tráfico ilícito de migrantes;3;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);287;Contaminación o adulteración de alimentos o bebidas y alteración de la fecha de vencimiento;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);289;Propagación de enfermedad peligrosa o contagiosa;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);292;Violación de medidas sanitarias;19;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);296;Promoción o favorecimiento al Tráfico Ilícito de Drogas y otros;192;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);297;Formas agravadas;11;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);298;Microcomercialización o microproducción;146;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);299;Posesión no punible;7;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);301;Coacción al consumo de droga;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);302;Inducción o instigación al consumo de droga;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);294-B;Comercialización de productos farmacéuticos  dispositivos médicos o productos sanitarios sin garantía de buen estado;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);296-A;Comercialización y cultivo de amapola y marihuana y su siembra compulsiva;4;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);S/Art;DELITOS CONTRA LA SALUD PÚBLICA;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;280;Atentado contra los medios de transporte colectivo o de comunicación;3;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;281;Atentado contra la seguridad común;5;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;282;Forma culposa;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;273;Peligro por medio de incendio o explosión;27;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;274;Conducción en estado de ebriedad o drogadicción;3005;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;275;Formas agravadas;6;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;276;Estragos especiales;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279;Fabricación  suministro o tenencia de materiales peligrosos;49;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;273-A;Producción de peligro en el servicio público de transporte de pasajeros;10;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;274-A;Manipulación en estado de ebriedad o drogadicción;3;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-A;Producción  desarrollo y comercialización ilegal de armas químicas;13;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-B;Sustracción o arrebato de armas de fuego;1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-E;Ensamblado  comercialización y utilización  en el servicio público  de transporte de omnibuses sobre chasis de camión;3;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-F;Uso de armas en estado de ebriedad o drogadicción;8;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-G;Fabricación  comercialización  uso o porte de armas;119;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;S/Art;DELITOS DE PELIGRO COMÚN ;20;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DECRETO LEY 25475 (TERRORISMO);S/Art;DECRETO LEY 25475 (TERRORISMO);1;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;315;Disturbios;19;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;316;Apología;2;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317;Organización Criminal;44;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;315-A;Delito de grave perturbación de la tranquilidad pública;8;200101;PIURA;PIURA;PIURA;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;PIURA;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317-A;Marcaje o reglaje;9;200101;PIURA;PIURA;PIURA;15/06/2023
