periodo_denuncia;anio_denuncia;fecha_descarga;distrito_fiscal;especialidad;tipo_caso;generico;subgenerico;articulo;des_articulo;cantidad;ubigeo_pjfs;dpto_pjfs;prov_pjfs;dist_pjfs;fecha_corte
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;416;Fraude procesal;16;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;417;Ejercicio arbitrario de derecho. Justicia por propia mano;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;418;Prevaricato;17;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;422;Negativa a administrar justicia;5;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;423;Negativa al cumplimiento de obligaciones de notario y auxiliares jurisdiccionales;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;424;Omisión de ejercicio de la acción penal;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA;409-A;Obstrucción de la justicia;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA ADMINISTRACION PUBLICA;DELITOS CONTRA LA ADMINISTRACION PUBLICA (Sin especificar delito subgenérico);S/Art;DELITOS CONTRA LA ADMINISTRACIÓN PUBLICA;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS;LIBRAMIENTO Y COBRO INDEBIDO;215;Modalidades de libramientos indebidos;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;147;Sustracción de menor;83;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;148;Inducción a la fuga de menor;108;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;ATENTADOS CONTRA LA PATRIA POTESTAD;S/Art;ATENTADOS CONTRA LA PATRIA POTESTAD;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;CONTRA LA FAMILIA (Sin especificar delito subgenérico);S/Art;CONTRA LA FAMILIA;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;MATRIMONIOS ILEGALES;139;Bigamia;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;149;Omisión de prestación de alimentos;1474;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;150;Abandono de mujer gestante y en situación crítica;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FAMILIA;OMISION DE ASISTENCIA FAMILIAR;S/Art;OMISIÓN DE ASISTENCIA FAMILIAR;32;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;DELITOS CONTRA LA FE PUBLICA (Sin especificar delito subgenérico);S/Art;DELITOS CONTRA LA FE PUBLICA;7;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;DISPOSICIONES COMUNES;438;Falsedad genérica (disposiciones comunes);32;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;427;Falsificación de documentos;180;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;428;Falsedad ideológica;82;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;430;Supresión  destrucción u ocultamiento de documentos;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;431;Expedición de certificado médico falso;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;432;Inhabilitación;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;428-B;Falsedad en el reporte de los volúmenes de pesca capturados;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;S/Art;FALSIFICACIÓN DE DOCUMENTOS EN GENERAL;15;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE SELLOS  TIMBRES Y MARCAS OFICIALES;434;Fabricación o falsificación de sellos o timbres oficiales;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE SELLOS  TIMBRES Y MARCAS OFICIALES;435;Fabricación fraudulenta o falsificación de marcas o contraseñas oficiales;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DESAPARICION FORZADA;320;Desaparición forzada de personas;19;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DISCRIMINACION;323;Discriminación e incitación a la discriminación;12;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;TORTURA;321;Tortura.;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;TORTURA;S/Art;TORTURA;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;CONTRA LA LIBERTAD (Sin especificar delito subgenérico);S/Art;CONTRA LA LIBERTAD;5;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183;Exhibiciones y publicaciones obscenas;12;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183-B;Proposiciones a niños  niñas y adolescentes con fines sexuales;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;179;Favorecimiento a la prostitución;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;181;Proxenetismo.;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;159;Violación de domicilio;36;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;160;Allanamiento ilegal de domicilio;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;S/Art;VIOLACION DE DOMICILIO;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154;Violación de la intimidad;11;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-A;Tráfico ilegal de datos personales;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-B;Difusión de imágenes  materiales audiovisuales o audios con contenido sexual;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;S/Art;VIOLACION DE LA INTIMIDAD;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168;Atentado contra la libertad de trabajo y asociación;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168-B;Trabajo forzoso;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151;Coacción;114;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;152;Secuestro;63;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153;Trata de personas;9;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151-A;Acoso;71;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-A;Formas agravadas de la Trata de Personas;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-B;Explotación sexual;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-C;Esclavitud y otras formas de explotación;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-F;Beneficio por explotación sexual;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;153-J;Gestión de la explotación sexual de niñas  niños y adolescentes;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;S/Art;VIOLACIÓN DE LA LIBERTAD PERSONAL;18;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;170;Violación sexual;166;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;171;Violación de persona en estado de inconsciencia o en la imposibilidad de resistir;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;172;Violación de persona en incapacidad de dar su libre consentimiento;9;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;173;Violación sexual de menor de edad;175;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;175;Violación sexual mediante engaño;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176;Tocamientos  actos de connotación sexual o actos libidinosos sin consentimiento;98;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;177;Formas agravadas;25;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-A;Tocamientos  actos de connotación sexual o actos libidinosos en agravio de menores;81;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-B;Acoso sexual;86;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-C;Chantaje sexual;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;S/Art;VIOLACIÓN DE LA LIBERTAD SEXUAL;8;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO DE LAS COMUNICAC.;161;Violación de correspondencia;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA EL ORDEN MIGRATORIO;303-A;Tráfico ilícito de migrantes;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);286;Contaminación o adulteración de bienes o insumos destinados al uso o consumo humano y alteración de la fecha de vencimiento;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);288;Producción  comercialización o tráfico ilícito de alimentos y otros productos destinados al uso o consumo humano;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);289;Propagación de enfermedad peligrosa o contagiosa;5;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);290;Ejercicio ilegal de la medicina;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);292;Violación de medidas sanitarias;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);293;Venta de animales de consumo peligroso;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);294;Suministro infiel de productos farmacéuticos  dispositivos médicos o productos sanitarios;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);296;Promoción o favorecimiento al Tráfico Ilícito de Drogas y otros;73;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);297;Formas agravadas;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);298;Microcomercialización o microproducción;7;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);288-B;Uso de productos tóxicos o peligrosos;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);288-C;Producción o comercialización de bebidas alcohólicas ilegales;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);294-A;Falsificación  contaminación o adulteración de productos farmacéuticos  dispositivos médicos o productos sanitarios;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);294-B;Comercialización de productos farmacéuticos  dispositivos médicos o productos sanitarios sin garantía de buen estado;3;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);296-A;Comercialización y cultivo de amapola y marihuana y su siembra compulsiva;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION  TRAFICO ILICITO DE DROGAS);S/Art;DELITOS CONTRA LA SALUD PÚBLICA;2;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;280;Atentado contra los medios de transporte colectivo o de comunicación;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.  COMUNIC. Y OTROS SERV. PÚBLICOS;283;Entorpecimiento al funcionamiento de servicios públicos;4;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;273;Peligro por medio de incendio o explosión;8;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
ENERO - DICIEMBRE;2022;6/01/2023;AMAZONAS;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;274;Conducción en estado de ebriedad o drogadicción;456;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;15/06/2023
